职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模
数据治理工程师（MJ002106）,8千-1.2万,无锡-新吴区,3-5年,本科,"['数据治理', '数据处理', 'ETL', 'Hadoop']",曙光信息产业（北京）有限公司,国企 ,1000-9999人 
0324IH-橙星管培生（数统）,7千-8千,无锡,无经验,本科,"['行业研究', '用户分析', '全职']",中国平安财产保险股份有限公司无锡分公司,合资 ,500-999人 
大气污染防治分析工程师（数据分析）,6千-8千,无锡,1-3年,本科,"['环境工程', '环境科学', '大气污染控制', '空气质量咨询']",无锡中科光电技术有限公司,上市公司 ,1000-9999人 
专利分析师,1.8万-3万,无锡,3-5年,硕士,['数据统计分析'],江苏承霖知识产权服务有限公司,民营 ,20人以下 
SAS程序员,6千-8千,无锡-滨湖区,1-3年,本科,"['统计程序', '临床数据分析']",上海用正医药科技有限公司,民营 ,100-299人 
商业分析主管（偏产品与项目方向） (MJ000160),1.2万-2.4万,无锡,5-10年,本科,['芯片'],太初(无锡)电子科技有限公司,民营 ,100-299人 
erp系统数据统计分析员,8千-1.5万,无锡-宜兴市,3-5年,本科,"['SQL', 'VB', 'ERP']",江苏沪宁钢机股份有限公司,股份制企业 ,1000-9999人 
数据分析师,2.5万-3.5万,无锡-江阴市,不限,博士,"['数据分析', '数据监控', '数据采集', 'MySQL']",双良集团有限公司,民营 ,1000-9999人 
领域数据流计算模型研发岗（AI中心）,1.5万-3万,无锡-滨湖区,不限,硕士,"['相关分析', '多元统计分析']",国家超级计算无锡中心,国企 ,100-299人 
统计学质量工程师,1万-2万,无锡-锡山区,10年以上,本科,['六西格玛'],乐星汽车技术(无锡)有限公司,外商独资 ,100-299人 
海上风电大数据及智能运维技术工程师(J18494),1.5万-2.5万,无锡-新吴区,3-5年,本科,['Matlab'],金风科技股份有限公司,股份制企业 ,1000-9999人 
大气污染治理工程师-数据分析,6千-1万,无锡-滨湖区,1-3年,本科,"['环境评估', '环境检测', '环境科学与工程', '大气污染']",无锡中科光电技术有限公司,上市公司 ,1000-9999人 
价格研究助理,4千-6千,无锡-新吴区,无经验,大专,"['行业分析', '市场研究', '市场信息收集']",上海福蓝汽车技术有限公司无锡分公司,民营 ,20-99人 
大数据开发工程师,1.2万-2.4万,无锡-锡山区,3-5年,本科,"['大数据开发', 'BI', 'ETL', '模型设计', '数据库开发', 'Hadoop', 'Spark', '数据仓库']",诚迈科技,上市公司 ,1000-9999人 
学术经理,8千-1万,无锡,3-5年,本科,['医学  药学'],江苏美安医药股份有限公司,股份制企业 ,100-299人 
临床数据管理经理,1.2万-2万,无锡-新吴区,3-5年,本科,"['CRF设计', '数据核查', '临床试验', '数据管理计划', 'CDISC', 'GCP认证']",上海凌先医药科技有限公司,民营 ,100-299人 
大气污染防治工程师（数据分析）,6千-1万,无锡-锡山区,1-3年,本科,"['环境工程', '环境科学与工程', '环境评估', '污染源']",无锡中科光电技术有限公司,上市公司 ,1000-9999人 
物理师,1万-2万,无锡-锡山区,1-3年,硕士,"['研发', '注册', '医疗器械', '临床']",江苏瑞尔医疗科技有限公司,民营 ,20-99人 
医学经理,1万-1.5万,无锡,1-3年,硕士,['医学'],江苏美安医药股份有限公司,股份制企业 ,100-299人 
大气污染防治工程师（数据分析）,6千-1万,无锡-新吴区,1-3年,本科,"['数据分析', '污染源特征', '数据报告']",无锡中科光电技术有限公司,上市公司 ,1000-9999人 
数据分析师,1.1万-2万,杭州-上城区,不限,大专,"['Python', 'SQL', 'Scala']",江西恩茁数据科技有限公司,民营 ,20人以下 
数据分析师,7千-1.4万,杭州-滨江区,1-3年,本科,"['Python', 'SQL', 'SAS', 'Hive', 'Tableau', 'Excel']",浙江嘉宏运动器材有限公司杭州分公司,民营 ,500-999人 
数据分析专员,7千-1.1万,杭州-上城区,1年以下,本科,['多元统计分析'],江西世邦企业管理有限公司,其它 ,20-99人 
数据分析师课程杭州/培训招生,8千-1万,杭州-拱墅区,不限,大专,"['数据分析', 'Java', 'Python', 'R语言', '商业数据分析', '市场数据分析', '运营数据分析', '销售数据分析']",51Testing,民营 ,100-299人 
数据分析师,6千-8千,杭州-萧山区,1-3年,大专,"['人工智能', '自然语言处理', '深度学习', '机器学习', '算法']",客享科技(深圳)有限公司,民营 ,20-99人 
数据分析经理（杭州）,1.5万-2.5万,杭州-拱墅区,1-3年,本科,"['数据分析', '销售业务数据']",仙琚制药,上市公司 ,1000-9999人 
销售数据分析,9千-1.2万,杭州-上城区,不限,大专,['IT/互联网'],南昌博扬企业服务有限公司,股份制企业 ,20-99人 
数据分析,5千-8千,杭州,不限,本科,"['Python', 'SQL']",浙江建安检测研究院有限公司,民营 ,500-999人 
数据分析,8千-1.2万,杭州-拱墅区,1-3年,本科,"['数据分析', '市场数据分析', '运营数据分析']",浙江高速公路智能收费运营服务有限公司,国企 ,20-99人 
数据分析,8千-1.5万,杭州-临平区,3-5年,本科,"['数据分析', '统计学']",杭州英格玛智能制造技术服务外包有限公司,民营 ,500-999人 
数据分析,8千-1.3万,杭州-临平区,3-5年,本科,"['商品 数据分析', '商品运营', '批发/零售']",浙江珂楹实业有限公司,民营 ,1000-9999人 
数据分析,1万-1.4万,杭州-西湖区,3-5年,本科,"['数据分析', 'Oracle', 'SQL', '前端功能开发', '后端功能开发', '数据库优化']",臻善科技,股份制企业 ,500-999人 
数据分析,面议,杭州-西湖区,1-3年,本科,['数据分析'],中国移动通信有限公司在线营销服务中心,国企 ,10000人以上 
大数据分析师,7千-1万,杭州,不限,大专,"['SQL', 'Java']",杭州阿斯特网络科技有限公司, ,
数据录入/数据分析,7千-9千,杭州-西湖区,1-3年,大专,"['数据录入', '数据分析', '电脑操作员', '录入员', '信息录入']",杭州星溢科技有限公司,民营 ,20-99人 
财务数据分析,5千-7千,杭州-萧山区,1-3年,学历不限,['财务分析'],杭州盛珩文化传媒有限公司,民营 ,100-299人 
软件数据分析,7千-9千,杭州-滨江区,不限,大专,"['SPSS', 'SAS', 'Tableau', 'Excel', 'R']",北京梦十分教育咨询有限公司,民营 ,20-99人 
数据分析专员,5千-6千,杭州-滨江区,不限,大专,"['数据分析', '商业数据分析', '行业分析', '销售数据分析', '运营数据分析']",华海药业,民营 ,1000-9999人 
大数据分析师,8千-1万,杭州-建德市,不限,大专,"['SPSS', 'Hive']",深圳市亿生新信息科技有限公司,民营 ,20人以下 
数据分析岗,6千-8千,杭州,不限,本科,"['金融', '数学/统计学专业']",新华人寿保险股份有限公司浙江分公司,国企 ,1000-9999人 
大数据分析师,7千-1万,杭州-上城区,不限,大专,['SQL'],深圳市七度阳光珠宝有限公司,民营 ,20-99人 
销售数据分析,7千-1万,杭州-上城区,1-3年,大专,['IT/互联网'],南昌远奥科技服务有限公司,股份制企业 ,100-299人 
数据分析员,5千-8千,杭州-萧山区,1年以下,本科,"['SQL', 'Python', '数据分析', '统计分析']",安能物流,合资 ,10000人以上 
销售数据分析,6千-7千,杭州,不限,本科,"['金融业', '世界500强企业']",泰康人寿保险有限责任公司浙江分公司,民营 ,500-999人 
销售数据分析,6千-8千,杭州,1-3年,大专,"['数据分析', '销售业务数据', '统计学']",浙江娅茜内衣有限公司,民营 ,500-999人 
商业数据分析,9千-1.2万,杭州,不限,本科,"['金融', '教育培训', '线下零售', '电商', '房地产/建筑', '生活服务/O2O', '文娱/游戏', '医疗健康']",南昌燊燊网络科技有限公司,民营 ,20人以下 
数据分析师,6千-8千,杭州-钱塘区,1年以下,大专,"['数据分析', '数据挖掘', '决策树', '神经网络']",杭州臻达互联网有限公司,民营 ,20-99人 
数据分析专员,6千-8千,杭州-临平区,3-5年,大专,"['数据分析', 'excel', '相关分析']",浙江联运环境工程股份有限公司,民营 ,1000-9999人 
数据分析专员,面议,杭州-西湖区,1-3年,本科,"['SQL', 'Python']",中软国际,上市公司 ,10000人以上 
数据统计/数据分析,5千-8千,杭州,不限,大专,"['数据统计分析', 'office', 'ERP系统', '统计软件', '统计学']",浙江娅茜内衣有限公司,民营 ,500-999人 
数据分析师,7千-1万,杭州-钱塘区,1-3年,本科,"['Python', 'Power-BI']",杭州掌玩网络技术有限公司,民营 ,300-499人 
数据分析师,7千-9千,杭州-西湖区,1-3年,本科,['批发/零售'],浙江同心妇幼产品发展有限公司,股份制企业 ,500-999人 
数据分析师,6千-1万,杭州,不限,学历不限,"['数据分析', 'Python']",杭州融地信息技术有限公司,民营 ,20-99人 
数据分析,1.6万-2.2万,杭州-临平区,5-10年,本科,"['SPSS', 'Python', '制造业', '汽车行业']",春风动力,民营 ,1000-9999人 
数据分析师,6千-1.2万,杭州,1-3年,大专,"['SQL', 'Python', 'Java', 'Excel']",杭州春客网络科技有限公司,民营 ,1000-9999人 
数据分析专员,8千-1.1万,杭州-西湖区,1-3年,本科,"['数据分析', '大数据']",上海外服杰浦企业管理有限公司,国企 ,100-299人 
数据分析师,7千-1.2万,杭州-西湖区,3-5年,大专,"['SQL', 'Shell', '数据分析', '数字挖掘', '业务分析', '数据库', 'Power-BI']",博彦科技,上市公司 ,10000人以上 
数据分析师,8千-1万,杭州-西湖区,1-3年,大专,"['相关分析', '非参数检验', '描述统计', '效度分析', '参数检验']",杭州华电工程咨询有限公司,国企 ,100-299人 
销售数据分析,6千-8千,杭州,1-3年,大专,"['数据分析', '制药/医疗', '内勤', '助理']",杭州泓友医药科技有限公司,民营 ,20-99人 
数据分析,2万-2.5万,杭州,5-10年,本科,"['SQL', 'Python', 'Java']",春风动力,民营 ,1000-9999人 
省直属公司销售数据分析岗,8千-1.5万,杭州-西湖区,不限,本科,['车险'],湖南杰聘人力资源服务有限公司,民营 ,100-299人 
数据分析助理、六险一金+提成,1.3万-1.4万,杭州-萧山区,不限,大专,['数据分析'],绍兴拓风信息科技有限公司,民营 ,100-299人 
游戏数据分析师,9千-1.2万,杭州-滨江区,1-3年,本科,['SQL'],法本信息,上市公司 ,1000-9999人 
数据录入,6千-8千,杭州-滨江区,不限,大专,"['SAS', 'SPSS', 'R', 'Excel']",北京梦十分教育咨询有限公司,民营 ,20-99人 
大数据分析师助理,5千-1万,杭州-上城区,不限,大专,"['Java', 'Python', 'SQL']",福建微码信息科技有限公司,民营 ,100-299人 
元数据管理,1万-2万,杭州-上城区,1-3年,大专,['数据管理'],杭州自然玩乐科技咨询有限公司,上市公司 ,1000-9999人 
商业数据分析,1万-2万,杭州-临平区,1-3年,本科,"['SQL', '金融', '电商', '房地产/建筑', '心理学专业', '计算机专业', '数学/统计学专业', '媒体类产品']",江西杨铭利万网络科技有限公司,民营 ,20-99人 
数据分析师,1.3万-1.6万,杭州-西湖区,1-3年,本科,"['Java', 'Python', 'SQL', 'Tableau', 'Hadoop']",江西恩茁数据科技有限公司,民营 ,20人以下 
数据分析师/接受跨专业,9千-1.8万,杭州-临平区,不限,大专,"['Python', 'Hadoop', 'Hive', '相关分析', 'Excel']",江西金朝信息服务有限公司,民营 ,100-299人 
数据分析工程师,1万-1.5万,杭州-余杭区,1-3年,本科,"['数据分析', '数据监控', 'SQL', 'Python']",杭州诚品科技有限公司,民营 ,100-299人 
数据专员,5千-6千,杭州-上城区,不限,大专,"['统计学', '销售业务数据', '数据分析']",远大生物,股份制企业 ,1000-9999人 
综合管理员（数据分析）(J10294),6千-8千,杭州-上城区,1-3年,大专,"['数据分析', '数据整合']",浙江哈尔斯真空器皿股份有限公司,上市公司 ,1000-9999人 
数据专员,7千-1.2万,杭州-西湖区,不限,大专,"['数据分析', 'excel', '报表出具', '体外诊断', '医学实验室']",杭州迪安医学检验中心有限公司,上市公司 ,1000-9999人 
业务运营专员/偏向数据分析,4千-6千,杭州-拱墅区,不限,本科,"['数据运营', 'PC端运营', '运营专员']",绿城置换,民营 ,1000-9999人 
数据运营分析,1万-1.5万,杭州,1-3年,本科,"['电商数据运营', '直播数据分析']",杭州喜予文化传播有限公司,民营 ,500-999人 
初级销售分析师,9千-1万,杭州-上城区,不限,本科,['SQL'],中外运—敦豪国际航空快件有限公司,合资 ,1000-9999人 
软件数据分析师,8千-1万,杭州-上城区,不限,大专,"['SQL', 'R']",深圳市七度阳光珠宝有限公司,民营 ,20-99人 
临床数据管理员,5千-8千,杭州,不限,大专,['临床数据分析'],钛和(杭州)医药技术服务有限公司,其它 ,20-99人 
物流专员，本科+数据分析，线上运营+五险一金,8千-1.5万,杭州-上城区,不限,本科,"['高提成', '线上运营', '餐补', '五险一金', '商业保险', '弹性工作制', '医保报销', '环境好']",上海链家地产,民营 ,10000人以上 
大数据分析师,1.5万-1.6万,杭州-临平区,不限,大专,"['Hive', 'Tableau', 'SQL', 'Power-BI', 'R']",南昌猎芈科技服务有限公司,民营 ,20-99人 
数据分析助理,4千-6千,杭州-拱墅区,不限,本科,"['数据分析', 'Java']",泰普森实业,合资 ,1000-9999人 
数据统计专员,6千-1万,杭州-萧山区,不限,大专,['SQL'],深圳市七度阳光珠宝有限公司,民营 ,20-99人 
数据分析审核员,7千-9千,杭州-上城区,不限,本科,['政府项目'],上海泰宇信息技术股份有限公司杭州分公司,民营 ,500-999人 
中高级数据分析师,7千-1.3万,杭州-临平区,不限,本科,"['数据分析', '数据仓库', '数据挖掘', '机器学习']",伟星股份,上市公司 ,1000-9999人 
HRBI人力数据分析师,8千-1.5万,杭州-余杭区,1-3年,本科,"['Oracle', 'i人事', '数据分析系统', '规划决策系统', '自动管理系统', '招聘管理系统', '时间管理系统', '在线培训系统']",上海外服杰浦企业管理有限公司,国企 ,100-299人 
数据分析-A股,4千-6千,杭州-余杭区,不限,本科,['excel'],浙江同花顺云软件有限公司,上市公司 ,1000-9999人 
商务专员（偏回款、活动组织、数据分析）,5千-8千,杭州-滨江区,不限,本科,"['回款追踪', '会务活动', '销售数据分析']",杭州金域医学检验所有限公司,上市公司 ,300-499人 
数据分析师,1.3万-1.5万,杭州-西湖区,1-3年,大专,"['数据分析', '数据采集', '商业数据分析', 'SQL']",杭州星溢科技有限公司,民营 ,20-99人 
数据分析助理（滴滴大厂双休）,8千-1.5万,杭州-余杭区,3-5年,本科,"['部门助理', '数据分析']",上海嗨修汽车技术服务有限公司,股份制企业 ,1000-9999人 
数据分析助理,150-200/天,杭州-拱墅区,无经验,学历不限,"['后勤', '助理', '文员', '文秘']",杭州信祺网络科技有限公司,民营 ,20-99人 
数据分析 （仓储业务）五险一金周末双休,1.5万-2万,杭州-上城区,不限,本科,"['Python', 'SQL', '相关分析']",北京位来小猎科技有限公司,民营 ,300-499人 
数据管理员,8千-1.2万,杭州-滨江区,不限,本科,['SAS'],杭州百诚医药科技股份有限公司,民营 ,500-999人 
统计分析工程师(001612),8千-1.5万,杭州-滨江区,不限,本科,['数学建模'],浙江众合科技股份有限公司,上市公司 ,1000-9999人 
数据统计专员,6千-1万,杭州-萧山区,不限,大专,['SQL'],深圳市七度阳光珠宝有限公司,民营 ,20-99人 
数据专员,5千-8千,杭州-余杭区,1-3年,本科,"['统计学', '数据分析', '销售业务数据']",威星智能,上市公司 ,500-999人 
